,zip,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
1,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6390,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
3,11001,0.19722222222222222,0.14309210526315788,0.1347678369195923,0.15328467153284672,0.175564681724846,0.2487611496531219,0.2827272727272727,0.304421768707483,0.3534201954397394,0.39158576051779936,0.43430962343096235,0.48945518453427067,0.4584450402144772,0.432808155699722
4,11003,0.2793103448275862,0.18640576725025745,0.14963503649635038,0.16977491961414792,0.22853688029020555,0.30282485875706217,0.3404365904365904,0.4120654396728016,0.4784102060843965,0.5012370113805047,0.5423076923076923,0.5714285714285714,0.5585632483081728,0.5587752870420996
5,11010,0.1746031746031746,0.136,0.10238429172510519,0.12185929648241206,0.144,0.17376681614349776,0.20996818663838812,0.2487611496531219,0.26171875,0.32576505429417574,0.3425196850393701,0.3220164609053498,0.3329886246122027,0.32638164754953075
6,11020,0.26436781609195403,0.2158273381294964,0.14754098360655737,0.13574660633484162,0.1752988047808765,0.25675675675675674,0.2620481927710843,0.2909604519774011,0.3421750663129973,0.4087193460490463,0.42857142857142855,0.4631268436578171,0.4269340974212034,0.41389728096676737
7,11021,0.22807017543859648,0.14682539682539683,0.0947075208913649,0.10514018691588785,0.09839357429718876,0.14234234234234233,0.16805324459234608,0.21406727828746178,0.24204702627939143,0.28891820580474936,0.3230769230769231,0.34177215189873417,0.33921815889029006,0.33879093198992444
8,11022,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.75,0.6,0.3333333333333333,0.5,0.5,0.0,0.0
9,11023,0.17073170731707318,0.09523809523809523,0.08085106382978724,0.07213114754098361,0.07894736842105263,0.08120649651972157,0.1342281879194631,0.1443089430894309,0.18200408997955012,0.23076923076923078,0.24007561436672967,0.2564575645756458,0.27964601769911507,0.23508137432188064
10,11024,0.19117647058823528,0.13385826771653545,0.04225352112676056,0.04780876494023904,0.07796610169491526,0.11988304093567251,0.14555256064690028,0.1475,0.1527777777777778,0.20422535211267606,0.24355971896955503,0.22541966426858512,0.2512315270935961,0.1628498727735369
11,11025,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,11026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
13,11027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6,0.3333333333333333,0.5,0.0,0.0
14,11030,0.18243243243243243,0.08633093525179857,0.07728337236533958,0.07485604606525911,0.14821428571428572,0.19138755980861244,0.1794871794871795,0.18693982074263765,0.20405576679340937,0.23116883116883116,0.27249357326478146,0.29365079365079366,0.2885117493472585,0.290633608815427
15,11040,0.2411764705882353,0.1553973902728351,0.11391304347826087,0.13812154696132597,0.17620137299771166,0.23302358827734096,0.2665799739921977,0.32957244655581946,0.3363740022805017,0.3869346733668342,0.40770465489566615,0.4703023758099352,0.4616234124792932,0.4755125284738041
16,11041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,11042,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.375,0.4166666666666667,0.5384615384615384,0.5333333333333333,0.42857142857142855
18,11043,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19,11044,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,11050,0.25384615384615383,0.16379310344827586,0.0928462709284627,0.09782608695652174,0.12710084033613445,0.18948322756119673,0.19477234401349072,0.22292490118577074,0.22162162162162163,0.27319970304380103,0.33525594808940157,0.3730218538055765,0.38970023059185244,0.34578696343402227
21,11051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,11052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23,11053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
24,11054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
25,11055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,11096,0.3157894736842105,0.23870967741935484,0.22790697674418606,0.2151394422310757,0.23897058823529413,0.2947019867549669,0.3296398891966759,0.4433249370277078,0.4618834080717489,0.47433264887063653,0.4868913857677903,0.5317164179104478,0.5017241379310344,0.50177304964539
27,11099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,11501,0.23711340206185566,0.12462006079027356,0.08370044052863436,0.08097165991902834,0.11380597014925373,0.16782006920415224,0.2062992125984252,0.2966573816155989,0.32506527415143605,0.3664516129032258,0.40981432360742703,0.41015625,0.3921832884097035,0.39514978601997147
29,11507,0.18292682926829268,0.1069182389937107,0.11297071129707113,0.12915129151291513,0.1678832116788321,0.19865319865319866,0.2229299363057325,0.2732919254658385,0.2679738562091503,0.344311377245509,0.39520958083832336,0.4316109422492401,0.42718446601941745,0.4215686274509804
30,11509,0.19230769230769232,0.0975609756097561,0.017543859649122806,0.014084507042253521,0.07142857142857142,0.047619047619047616,0.11267605633802817,0.19718309859154928,0.2698412698412698,0.18840579710144928,0.26666666666666666,0.2909090909090909,0.32608695652173914,0.29545454545454547
31,11510,0.24157303370786518,0.152,0.10412147505422993,0.1132420091324201,0.14913793103448275,0.19448818897637796,0.21525885558583105,0.29742233972240584,0.35700697526949904,0.395900064061499,0.43446920052424637,0.46190476190476193,0.48121387283236994,0.45197319434102756
32,11514,0.28846153846153844,0.19318181818181818,0.17391304347826086,0.128,0.1111111111111111,0.23076923076923078,0.20408163265306123,0.20261437908496732,0.22289156626506024,0.2808988764044944,0.3333333333333333,0.3076923076923077,0.2925531914893617,0.2774869109947644
33,11516,0.03488372093023256,0.047058823529411764,0.046610169491525424,0.05102040816326531,0.06796116504854369,0.09941520467836257,0.16201117318435754,0.16019417475728157,0.18385650224215247,0.21384928716904278,0.2504743833017078,0.301556420233463,0.3595505617977528,0.3269961977186312
34,11518,0.18248175182481752,0.10638297872340426,0.09119496855345911,0.09943181818181818,0.14325842696629212,0.17557251908396945,0.22033898305084745,0.2494061757719715,0.3277511961722488,0.34101382488479265,0.36428571428571427,0.3915094339622642,0.3506172839506173,0.29396325459317585
35,11520,0.37050359712230213,0.26006191950464397,0.23771152296535053,0.22987721691678034,0.2731893265565438,0.31235011990407674,0.3935309973045822,0.46871846619576185,0.5279211637728766,0.550545799715235,0.5950605778191985,0.6342031686859273,0.6239526860522425,0.5893939393939394
36,11530,0.15027322404371585,0.09940652818991098,0.0661764705882353,0.09134615384615384,0.10009442870632672,0.13636363636363635,0.13924050632911392,0.15808823529411764,0.1806633733239238,0.208,0.2548872180451128,0.28296067848882034,0.2852689010132502,0.2471819645732689
37,11531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,11535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
39,11536,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,11542,0.15918367346938775,0.0876068376068376,0.08504398826979472,0.08795669824086604,0.11604938271604938,0.2881944444444444,0.31449893390191896,0.3304093567251462,0.3574833174451859,0.3916967509025271,0.4116022099447514,0.42162698412698413,0.41182266009852214,0.4225941422594142
41,11545,0.12413793103448276,0.06792452830188679,0.07823960880195599,0.08158508158508158,0.10042735042735043,0.15468409586056645,0.17984189723320157,0.18666666666666668,0.19320214669051877,0.266173752310536,0.3079777365491651,0.31673306772908366,0.3333333333333333,0.2749445676274945
42,11547,0.15,0.16666666666666666,0.08108108108108109,0.03333333333333333,0.0,0.09090909090909091,0.14634146341463414,0.17777777777777778,0.25,0.28,0.4,0.18604651162790697,0.29411764705882354,0.2702702702702703
43,11548,0.0625,0.13333333333333333,0.21428571428571427,0.0851063829787234,0.20689655172413793,0.2878787878787879,0.2647058823529412,0.30303030303030304,0.3142857142857143,0.23728813559322035,0.35185185185185186,0.32608695652173914,0.4186046511627907,0.3181818181818182
44,11549,0.2,0.0,0.0,0.0,0.17857142857142858,0.26666666666666666,0.5217391304347826,0.7,1.6666666666666667,3.0,1.5,0.5,0.5,1.0
45,11550,0.25289017341040465,0.2051063829787234,0.17795566502463053,0.22013562858633282,0.2988560533841754,0.3737906772207564,0.4717131474103586,0.5888443553774215,0.6570483919446949,0.6788218793828892,0.7055674518201285,0.7283295425827647,0.7329048843187661,0.7284328739152629
46,11551,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.25,0.5,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.25
47,11552,0.19011406844106463,0.12877263581488935,0.0975609756097561,0.12895927601809956,0.16825396825396827,0.21031746031746032,0.2513562386980108,0.31715481171548116,0.3610648918469218,0.37376237623762376,0.4014962593516209,0.43470790378006874,0.44194107452339687,0.41459074733096085
48,11553,0.29354838709677417,0.23204419889502761,0.1910828025477707,0.21685508735868447,0.2940630797773655,0.36548223350253806,0.46045418950665623,0.5581717451523546,0.5958549222797928,0.6290743155149935,0.6641123882503193,0.6799254195152269,0.6632911392405063,0.6658259773013872
49,11554,0.18873239436619718,0.12752721617418353,0.11682743837084673,0.12476007677543186,0.1687170474516696,0.22861710631494805,0.22521865889212828,0.26883206634416035,0.2978723404255319,0.32297734627831715,0.36876640419947504,0.40264026402640263,0.3811118553248493,0.34206989247311825
50,11555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0
51,11556,1.0,1.0,1.0,0.2,0.2857142857142857,0.125,0.125,0.25,0.2857142857142857,0.1,0.3333333333333333,0.5,0.3,0.25
52,11557,0.2,0.11055276381909548,0.08487084870848709,0.08441558441558442,0.11854103343465046,0.14945652173913043,0.22758620689655173,0.25054945054945055,0.29772727272727273,0.3094688221709007,0.3333333333333333,0.36253041362530414,0.3569553805774278,0.3219895287958115
53,11558,0.23076923076923078,0.14906832298136646,0.09313725490196079,0.0859375,0.13008130081300814,0.14336917562724014,0.21245421245421245,0.24468085106382978,0.24422442244224424,0.23026315789473684,0.34545454545454546,0.44970414201183434,0.4304635761589404,0.4076923076923077
54,11559,0.07627118644067797,0.04081632653061224,0.036231884057971016,0.05105105105105105,0.03581267217630854,0.0646900269541779,0.0985576923076923,0.15456674473067916,0.23788546255506607,0.2462526766595289,0.2731182795698925,0.302540415704388,0.3881278538812785,0.3615023474178404
55,11560,0.13559322033898305,0.03676470588235294,0.03414634146341464,0.06451612903225806,0.06563706563706563,0.1927710843373494,0.24390243902439024,0.22992700729927007,0.2602739726027397,0.2992957746478873,0.2727272727272727,0.34172661870503596,0.31756756756756754,0.33214285714285713
56,11561,0.2236842105263158,0.14353312302839116,0.1018957345971564,0.07914438502673797,0.08416389811738649,0.1029082774049217,0.18256410256410258,0.22679324894514769,0.24124124124124124,0.25725725725725723,0.27703398558187436,0.3023696682464455,0.26915708812260536,0.24074074074074073
57,11563,0.2188679245283019,0.15349887133182843,0.11714770797962648,0.12788906009244994,0.15629322268326418,0.18073878627968337,0.19030732860520094,0.23404255319148937,0.3077742279020234,0.3375796178343949,0.37527352297593,0.4083044982698962,0.41647331786542924,0.36823935558112775
58,11565,0.23232323232323232,0.09876543209876543,0.08943089430894309,0.14492753623188406,0.15841584158415842,0.16199376947040497,0.17563739376770537,0.2448377581120944,0.25219941348973607,0.30973451327433627,0.37941176470588234,0.4394366197183099,0.4166666666666667,0.37216828478964403
59,11566,0.1282051282051282,0.07260273972602739,0.057245080500894455,0.046012269938650305,0.08231046931407943,0.13645761543762921,0.13808606294155426,0.1705955334987593,0.19570552147239265,0.1994933502216593,0.26010430247718386,0.2838487972508591,0.29427980702963474,0.2641638225255973
60,11568,0.08333333333333333,0.07142857142857142,0.020618556701030927,0.045112781954887216,0.1476510067114094,0.2206896551724138,0.18243243243243243,0.2236842105263158,0.3076923076923077,0.29518072289156627,0.3372093023255814,0.33974358974358976,0.3057324840764331,0.2986111111111111
61,11569,0.14285714285714285,0.0967741935483871,0.0851063829787234,0.05454545454545454,0.03636363636363636,0.06779661016949153,0.1076923076923077,0.13559322033898305,0.18181818181818182,0.17857142857142858,0.20754716981132076,0.1276595744680851,0.08,0.08888888888888889
62,11570,0.18487394957983194,0.12191358024691358,0.07317073170731707,0.08523908523908524,0.1107754279959718,0.13556174558960074,0.15159128978224456,0.2113564668769716,0.2630780894617134,0.28294862248696945,0.33955223880597013,0.4,0.3779786359901397,0.313469387755102
63,11571,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0
64,11572,0.18051575931232092,0.10517529215358931,0.07345971563981042,0.07700534759358289,0.11401673640167365,0.14705882352941177,0.16652858326429162,0.1974569932685116,0.26033357505438726,0.27213352685050796,0.3078045222465354,0.3619119878603945,0.3470319634703196,0.30238095238095236
65,11575,0.32038834951456313,0.25770308123249297,0.21772639691714837,0.2353923205342237,0.29545454545454547,0.348993288590604,0.44772447724477243,0.5665529010238908,0.6240837696335079,0.6427870461236507,0.6498572787821123,0.7127371273712737,0.7268431001890359,0.6793893129770993
66,11576,0.17525773195876287,0.09248554913294797,0.08487084870848709,0.11044776119402985,0.15426997245179064,0.1802030456852792,0.21199143468950749,0.24091778202676864,0.2695035460992908,0.28161888701517707,0.3356521739130435,0.41228070175438597,0.3719626168224299,0.3453815261044177
67,11577,0.1792452830188679,0.14736842105263157,0.11188811188811189,0.11475409836065574,0.14634146341463414,0.15991471215351813,0.21784232365145229,0.2750455373406193,0.2898550724637681,0.30866425992779783,0.3290676416819013,0.3578154425612053,0.3675675675675676,0.3453887884267631
68,11579,0.09859154929577464,0.05714285714285714,0.07103825136612021,0.09278350515463918,0.08465608465608465,0.1116751269035533,0.11428571428571428,0.16216216216216217,0.21052631578947367,0.20909090909090908,0.2523809523809524,0.34375,0.3076923076923077,0.2542372881355932
69,11580,0.2672413793103448,0.20961145194274028,0.16896301667875271,0.21121251629726207,0.28413962033067974,0.33671641791044776,0.3826879271070615,0.4477211796246649,0.4761663286004057,0.4857843137254902,0.4963361016121153,0.5432994678277697,0.540082219938335,0.5293168370091447
70,11581,0.26666666666666666,0.21241050119331742,0.15614617940199335,0.1458625525946704,0.2043701799485861,0.23632130384167638,0.2731229597388466,0.32645034414945917,0.39869281045751637,0.40074906367041196,0.41497227356746763,0.43848288621646625,0.45164152617568765,0.41308089500860584
71,11582,0.0,0.2,0.3333333333333333,0.2,0.2,0.2,0.25,0.2857142857142857,0.2,0.18181818181818182,0.2,0.2222222222222222,0.625,0.7142857142857143
72,11590,0.23819742489270387,0.18372093023255814,0.15736885928393005,0.17349926793557832,0.24489795918367346,0.30675203725261935,0.3581151832460733,0.45335208626347867,0.5151650312221231,0.547185780787135,0.5618892508143323,0.5959359124658069,0.6110448947159317,0.6181229773462783
73,11592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,11594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,11595,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,11596,0.19801980198019803,0.12380952380952381,0.08012820512820513,0.0821917808219178,0.10182767624020887,0.12468827930174564,0.13938053097345132,0.20980392156862746,0.22537878787878787,0.26120857699805067,0.29734848484848486,0.33134920634920634,0.3236434108527132,0.3286573146292585
77,11597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,11598,0.11290322580645161,0.08794788273615635,0.05656108597285068,0.05132743362831858,0.0463258785942492,0.09852941176470588,0.1716514954486346,0.218335343787696,0.2596491228070175,0.2652370203160271,0.3068720379146919,0.3439273552780931,0.4171066525871172,0.36896197327852004
79,11599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
80,11701,0.255663430420712,0.20555555555555555,0.19410977242302543,0.21212121212121213,0.21846846846846846,0.26495726495726496,0.33045977011494254,0.43161634103019536,0.4652542372881356,0.49001663893510816,0.5385865150284321,0.5756843800322061,0.5515507124895223,0.5037720033528919
81,11702,0.16911764705882354,0.06037735849056604,0.06852791878172589,0.0508130081300813,0.08481262327416174,0.1450381679389313,0.13307984790874525,0.24813432835820895,0.2976827094474153,0.30716723549488056,0.3304042179261863,0.32437619961612285,0.33911368015414256,0.28286852589641437
82,11703,0.20833333333333334,0.12320916905444126,0.11468812877263582,0.1022530329289428,0.1270096463022508,0.1630971993410214,0.18408736349453977,0.24251497005988024,0.30559540889526543,0.349862258953168,0.3620933521923621,0.39420289855072466,0.3684210526315789,0.3515151515151515
83,11704,0.2627551020408163,0.17083333333333334,0.14271938283510124,0.11819727891156463,0.14227309893704007,0.1945080091533181,0.21398305084745764,0.3036988968202466,0.34990677439403356,0.36745886654478976,0.39167686658506734,0.4184884447220487,0.4187380497131931,0.41258278145695365
84,11705,0.08333333333333333,0.056818181818181816,0.04744525547445255,0.06906906906906907,0.11627906976744186,0.1978021978021978,0.18781725888324874,0.2028301886792453,0.2672811059907834,0.2597701149425287,0.32167832167832167,0.35049019607843135,0.3297587131367292,0.32398753894080995
85,11706,0.2399403874813711,0.1926040061633282,0.1884133611691023,0.19265658747300216,0.1910777733912357,0.23947858472998138,0.28393398450656787,0.3542191435768262,0.41832429174201324,0.4680365296803653,0.543035107587769,0.6004501969611705,0.6157925751325869,0.6104173012488577
86,11707,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,0.75,0.5
87,11708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
88,11709,0.06779661016949153,0.04838709677419355,0.05172413793103448,0.07766990291262135,0.06842105263157895,0.1201923076923077,0.13302752293577982,0.1828793774319066,0.16605166051660517,0.26104417670682734,0.2723735408560311,0.3157894736842105,0.2948717948717949,0.23222748815165878
89,11710,0.1524547803617571,0.09447674418604651,0.07306889352818371,0.06818181818181818,0.09211618257261411,0.15473441108545036,0.15751960085531005,0.22009569377990432,0.2506578947368421,0.2526178010471204,0.27579231287929873,0.3354655294953802,0.31611570247933884,0.26996466431095406
90,11713,0.2903225806451613,0.19622641509433963,0.18696883852691218,0.2297979797979798,0.27816091954022987,0.33184855233853006,0.33747412008281574,0.3676190476190476,0.427797833935018,0.46702317290552586,0.4874551971326165,0.5400372439478585,0.5345528455284553,0.492156862745098
91,11714,0.15948275862068967,0.11959287531806616,0.07692307692307693,0.08459214501510574,0.1092896174863388,0.1513157894736842,0.14448236632536973,0.19741100323624594,0.25301204819277107,0.29429429429429427,0.33161157024793386,0.38486140724946694,0.3650273224043716,0.3228346456692913
92,11715,0.1951219512195122,0.08433734939759036,0.08196721311475409,0.06802721088435375,0.10666666666666667,0.1590909090909091,0.16666666666666666,0.20812182741116753,0.2422680412371134,0.31521739130434784,0.2722222222222222,0.2774566473988439,0.29518072289156627,0.2733333333333333
93,11716,0.13592233009708737,0.06372549019607843,0.07096774193548387,0.069164265129683,0.11282051282051282,0.19597989949748743,0.2119815668202765,0.2345132743362832,0.22687224669603523,0.2608695652173913,0.2903225806451613,0.3392405063291139,0.2898172323759791,0.2804232804232804
94,11717,0.34395750332005315,0.2563176895306859,0.26138519924098674,0.2923745555116555,0.2775154377043226,0.2951967978652435,0.3669752164825321,0.4251644736842105,0.5117751329450494,0.5706984667802385,0.6623284429720776,0.7212696941612604,0.7358356940509915,0.7482634730538922
95,11718,0.02857142857142857,0.07936507936507936,0.05042016806722689,0.05555555555555555,0.1297709923664122,0.12307692307692308,0.12121212121212122,0.16083916083916083,0.20422535211267606,0.18243243243243243,0.28378378378378377,0.2898550724637681,0.2982456140350877,0.21818181818181817
96,11719,0.23809523809523808,0.15555555555555556,0.08333333333333333,0.11904761904761904,0.21333333333333335,0.3188405797101449,0.20987654320987653,0.27586206896551724,0.31683168316831684,0.4095238095238095,0.4845360824742268,0.45544554455445546,0.4111111111111111,0.34146341463414637
97,11720,0.21390374331550802,0.12206572769953052,0.09574468085106383,0.09188224799286351,0.12563237774030353,0.17906786590351595,0.1843137254901961,0.20901320901320902,0.2762962962962963,0.2922848664688427,0.3415384615384615,0.3648103309120258,0.38800999167360534,0.347331583552056
98,11721,0.12048192771084337,0.03468208092485549,0.01893939393939394,0.04081632653061224,0.03942652329749104,0.0706713780918728,0.057432432432432436,0.0821917808219178,0.13745704467353953,0.17465753424657535,0.28214285714285714,0.3090909090909091,0.35271317829457366,0.3504273504273504
99,11722,0.28289473684210525,0.2375,0.24957118353344768,0.26791044776119405,0.25758597437626435,0.28846153846153844,0.33226324237560195,0.412590799031477,0.5071461502996772,0.5566608996539792,0.6251593710157246,0.6894067796610169,0.704,0.6927628584433319
100,11724,0.10526315789473684,0.036585365853658534,0.05426356589147287,0.08496732026143791,0.12666666666666668,0.12337662337662338,0.16129032258064516,0.1761006289308176,0.20625,0.2774566473988439,0.28,0.3567251461988304,0.3576158940397351,0.2925170068027211
101,11725,0.16666666666666666,0.08595641646489104,0.058469475494411005,0.06349206349206349,0.07892659826361484,0.10722433460076046,0.11134163208852006,0.14285714285714285,0.21458625525946703,0.27239884393063585,0.31644583008573657,0.34793187347931875,0.32821824381926684,0.3048780487804878
102,11726,0.3515625,0.2549019607843137,0.22312703583061888,0.2206703910614525,0.23118279569892472,0.30853658536585366,0.3673708920187793,0.4626865671641791,0.49295774647887325,0.5202369200394866,0.5340909090909091,0.5556603773584906,0.5601173020527859,0.5636550308008214
103,11727,0.2760942760942761,0.17988394584139264,0.15436241610738255,0.12360801781737193,0.1540084388185654,0.20970873786407768,0.2178669097538742,0.25616197183098594,0.319376026272578,0.36444805194805197,0.41223193010325654,0.44489465153970825,0.4219554030874786,0.4472497745716862
104,11729,0.1993006993006993,0.11296296296296296,0.09339975093399751,0.1092436974789916,0.13073170731707318,0.1702325581395349,0.18826619964973731,0.2557565789473684,0.31369426751592355,0.3287143956889915,0.384159881569208,0.4743687834736037,0.46172441579371476,0.449468085106383
105,11730,0.15950920245398773,0.07547169811320754,0.06313131313131314,0.05567010309278351,0.08316831683168317,0.12612612612612611,0.14285714285714285,0.21568627450980393,0.2822966507177033,0.2964912280701754,0.2862190812720848,0.3244274809160305,0.31343283582089554,0.2874251497005988
106,11731,0.13381995133819952,0.08311688311688312,0.05146406388642413,0.0515625,0.06466165413533835,0.11232676878191102,0.12112676056338029,0.15075034106412005,0.2098337950138504,0.23087719298245615,0.2813203300825206,0.3338449731389102,0.3293172690763052,0.30142737195633923
107,11732,0.08695652173913043,0.023809523809523808,0.04918032786885246,0.046875,0.08823529411764706,0.09836065573770492,0.14285714285714285,0.16216216216216217,0.18253968253968253,0.23846153846153847,0.1794871794871795,0.25,0.21008403361344538,0.20454545454545456
108,11733,0.27555555555555555,0.15196078431372548,0.10894308943089431,0.0917312661498708,0.10666666666666667,0.1378132118451025,0.11597374179431072,0.15829694323144106,0.20851063829787234,0.2776470588235294,0.3247863247863248,0.3734015345268542,0.34818941504178275,0.32589285714285715
109,11735,0.18733509234828497,0.11214953271028037,0.07150595882990249,0.08782435129740519,0.12229539040451552,0.14653641207815277,0.17802726543704891,0.24585436193222782,0.29113018597997137,0.3435897435897436,0.366306027820711,0.38177533385703066,0.3734542456718879,0.3869346733668342
110,11736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5
111,11737,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,11738,0.22702702702702704,0.1416184971098266,0.10700389105058365,0.0963302752293578,0.14890510948905109,0.2075208913649025,0.19165580182529335,0.2303595206391478,0.30176767676767674,0.33170731707317075,0.368944099378882,0.37242268041237114,0.3792172739541161,0.37432432432432433
113,11739,0.1,0.09375,0.043478260869565216,0.022222222222222223,0.0625,0.058823529411764705,0.1111111111111111,0.11666666666666667,0.22413793103448276,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.30303030303030304,0.17142857142857143
114,11740,0.1111111111111111,0.07692307692307693,0.0392156862745098,0.04950495049504951,0.07875894988066826,0.08604651162790698,0.08295964125560538,0.11883408071748879,0.1774891774891775,0.248868778280543,0.33564814814814814,0.350561797752809,0.29832935560859186,0.309462915601023
